2024_11_15_00aec36867a108bb4824g-012	2024_11_15_00aec36867a108bb4824g-012.jpg	fig-notes-001.jpg
2024_11_15_00aec36867a108bb4824g-012(1)	2024_11_15_00aec36867a108bb4824g-012(1).jpg	fig-notes-002.jpg
2024_11_15_00aec36867a108bb4824g-017	2024_11_15_00aec36867a108bb4824g-017.jpg	fig-notes-003.jpg
2024_11_15_00aec36867a108bb4824g-018	2024_11_15_00aec36867a108bb4824g-018.jpg	fig-notes-004.jpg
2024_11_15_00aec36867a108bb4824g-019(1)	2024_11_15_00aec36867a108bb4824g-019(1).jpg	fig-notes-005.jpg
2024_11_15_00aec36867a108bb4824g-024(1)	2024_11_15_00aec36867a108bb4824g-024(1).jpg	fig-notes-006.jpg
2024_11_15_00aec36867a108bb4824g-025(1)	2024_11_15_00aec36867a108bb4824g-025(1).jpg	fig-notes-007.jpg
2024_11_15_00aec36867a108bb4824g-029	2024_11_15_00aec36867a108bb4824g-029.jpg	fig-notes-008.jpg
2024_11_15_00aec36867a108bb4824g-031	2024_11_15_00aec36867a108bb4824g-031.jpg	fig-notes-009.jpg
2024_11_15_00aec36867a108bb4824g-033	2024_11_15_00aec36867a108bb4824g-033.jpg	fig-notes-010.jpg
2024_11_15_00aec36867a108bb4824g-035	2024_11_15_00aec36867a108bb4824g-035.jpg	fig-notes-011.jpg
2024_11_15_00aec36867a108bb4824g-037	2024_11_15_00aec36867a108bb4824g-037.jpg	fig-notes-012.jpg
2024_11_15_00aec36867a108bb4824g-038	2024_11_15_00aec36867a108bb4824g-038.jpg	fig-notes-013.jpg
2024_11_15_00aec36867a108bb4824g-038(1)	2024_11_15_00aec36867a108bb4824g-038(1).jpg	fig-notes-014.jpg
2024_11_15_00aec36867a108bb4824g-038(2)	2024_11_15_00aec36867a108bb4824g-038(2).jpg	fig-notes-015.jpg
2024_11_15_00aec36867a108bb4824g-045(3)	2024_11_15_00aec36867a108bb4824g-045(3).jpg	fig-notes-016.jpg
2024_11_15_00aec36867a108bb4824g-057	2024_11_15_00aec36867a108bb4824g-057.jpg	fig-notes-017.jpg
2024_11_15_00aec36867a108bb4824g-057(2)	2024_11_15_00aec36867a108bb4824g-057(2).jpg	fig-notes-018.jpg
2024_11_15_00aec36867a108bb4824g-074	2024_11_15_00aec36867a108bb4824g-074.jpg	fig-notes-019.jpg
2024_11_15_00aec36867a108bb4824g-074(1)	2024_11_15_00aec36867a108bb4824g-074(1).jpg	fig-notes-020.jpg
2024_11_15_00aec36867a108bb4824g-085	2024_11_15_00aec36867a108bb4824g-085.jpg	fig-notes-021.jpg
2024_11_15_00aec36867a108bb4824g-089(1)	2024_11_15_00aec36867a108bb4824g-089(1).jpg	fig-notes-022.jpg
2024_11_15_00aec36867a108bb4824g-092	2024_11_15_00aec36867a108bb4824g-092.jpg	fig-notes-023.jpg
2024_11_15_00aec36867a108bb4824g-094	2024_11_15_00aec36867a108bb4824g-094.jpg	fig-notes-024.jpg
2024_11_15_00aec36867a108bb4824g-095	2024_11_15_00aec36867a108bb4824g-095.jpg	fig-notes-025.jpg
2024_11_15_00aec36867a108bb4824g-095(1)	2024_11_15_00aec36867a108bb4824g-095(1).jpg	fig-notes-026.jpg
2024_11_15_00aec36867a108bb4824g-096	2024_11_15_00aec36867a108bb4824g-096.jpg	fig-notes-027.jpg
2024_11_15_00aec36867a108bb4824g-096(1)	2024_11_15_00aec36867a108bb4824g-096(1).jpg	fig-notes-028.jpg
2024_11_15_00aec36867a108bb4824g-096(2)	2024_11_15_00aec36867a108bb4824g-096(2).jpg	fig-notes-029.jpg
2024_11_15_00aec36867a108bb4824g-108	2024_11_15_00aec36867a108bb4824g-108.jpg	fig-notes-030.jpg
2024_11_15_00aec36867a108bb4824g-112	2024_11_15_00aec36867a108bb4824g-112.jpg	fig-notes-031.jpg
2024_11_15_00aec36867a108bb4824g-113	2024_11_15_00aec36867a108bb4824g-113.jpg	fig-notes-032.jpg
2024_11_15_00aec36867a108bb4824g-113(1)	2024_11_15_00aec36867a108bb4824g-113(1).jpg	fig-notes-033.jpg
2024_11_15_00aec36867a108bb4824g-114	2024_11_15_00aec36867a108bb4824g-114.jpg	fig-notes-034.jpg
2024_11_15_00aec36867a108bb4824g-114(1)	2024_11_15_00aec36867a108bb4824g-114(1).jpg	fig-notes-035.jpg
2024_11_15_00aec36867a108bb4824g-114(2)	2024_11_15_00aec36867a108bb4824g-114(2).jpg	fig-notes-036.jpg
